1000	50000
309	844	18
300	379	23
44	127	5
287	903	-20
881	160	29
550	88	-14
863	72	10
653	625	1
915	138	-1
624	114	35
644	712	-18
117	194	5
931	939	33
216	690	47
926	592	3
651	21	42
527	123	45
856	669	36
942	747	50
61	143	40
22	372	13
13	120	11
284	465	18
24	71	41
90	679	-13
884	964	8
704	13	7
920	540	44
455	39	22
323	218	36
172	402	13
829	481	30
429	635	-17
380	431	-15
14	636	-20
192	435	19
490	242	47
42	807	23
895	240	0
760	171	48
513	947	41
201	275	39
788	958	1
578	417	-2
391	532	28
534	973	-18
638	251	9
918	956	-5
759	366	20
60	346	45
121	276	-19
480	710	22
963	850	34
165	565	9
408	891	1
723	867	5
524	540	10
248	960	47
47	649	-14
23	306	36
611	127	-8
70	7	23
980	541	29
493	976	37
526	815	-17
866	826	36
746	91	-9
119	542	-20
175	619	37
233	47	37
573	956	0
780	857	5
807	672	44
723	987	37
37	689	-8
726	292	-14
702	993	16
84	866	35
853	210	31
421	784	-5
770	118	14
58	173	24
319	955	24
560	410	-8
748	242	41
675	198	26
457	600	-11
538	708	24
294	498	28
166	628	24
240	116	-9
501	441	2
643	164	4
265	507	-13
663	698	-14
855	48	0
851	529	0
702	322	-3
981	960	11
877	239	46
816	291	44
698	31	29
478	805	7
463	83	-5
732	242	34
143	946	34
884	416	16
457	261	45
282	843	21
26	17	29
474	710	-16
686	587	-8
815	722	11
771	464	-15
816	840	47
961	229	38
798	304	15
345	144	48
285	199	-1
625	607	-17
433	594	39
381	114	5
342	506	-15
420	725	-2
687	138	26
352	293	-10
136	55	5
557	33	-4
434	901	26
882	924	31
100	971	21
552	378	-9
34	231	7
618	725	-4
396	440	35
859	276	2
918	102	1
517	951	22
890	923	2
907	958	7
181	16	44
706	946	22
58	177	-6
626	738	-3
23	767	-4
545	512	28
280	100	0
915	830	-4
290	482	35
385	39	23
504	799	-20
704	221	-15
243	226	48
770	178	-11
704	245	-3
601	158	-17
909	168	19
508	742	-19
963	623	26
298	960	27
625	699	26
410	395	2
22	502	7
740	426	37
514	742	33
262	64	4
419	177	25
859	913	17
253	766	-20
224	122	-13
268	250	39
241	710	20
28	826	46
263	366	45
209	776	40
718	546	-20
557	852	16
93	4	44
338	59	50
312	160	36
15	514	-13
567	799	46
34	784	-20
107	637	-10
202	934	25
868	738	-8
853	898	30
520	700	14
651	186	8
619	229	19
462	58	10
151	35	-17
754	59	34
164	432	46
152	12	35
174	699	25
259	304	15
514	484	-19
554	357	0
205	502	49
396	606	40
172	643	11
1000	592	-18
969	725	12
67	101	-9
751	449	15
123	375	21
590	54	4
997	116	13
185	146	46
476	833	22
102	662	23
774	584	44
507	174	2
11	431	0
882	307	29
231	578	-19
921	68	37
291	428	34
216	960	31
17	1000	3
940	907	0
875	386	3
656	967	16
440	975	14
631	776	49
189	556	29
945	908	-14
715	535	49
217	818	37
116	362	23
586	266	26
351	895	33
363	111	23
554	581	28
252	991	24
754	544	32
681	840	-13
381	888	26
607	986	28
247	230	-11
529	225	44
967	447	-13
984	689	31
475	258	11
568	115	-12
207	456	12
230	720	-10
797	78	-7
400	199	7
193	62	-15
887	36	36
11	889	26
756	954	-7
968	488	25
292	424	17
11	181	-8
58	123	34
270	365	5
855	706	34
647	83	41
564	149	11
60	912	-2
845	455	8
672	124	37
736	213	40
648	744	18
358	964	48
421	184	42
406	128	-1
652	926	36
910	755	18
561	720	35
464	889	38
606	164	-1
129	810	5
61	698	7
896	515	22
874	117	2
157	337	12
355	177	-18
894	624	-2
747	961	20
874	931	33
505	56	1
641	168	-11
886	927	25
949	847	10
525	318	39
765	206	36
666	197	42
363	335	44
558	946	42
833	749	31
238	315	6
367	901	-8
493	483	28
670	630	-19
65	446	49
99	317	29
585	556	19
698	214	-1
754	297	20
34	703	41
110	535	4
117	506	-3
376	418	1
172	727	50
20	223	39
756	954	9
57	822	24
328	764	38
93	660	38
862	797	39
875	607	31
149	218	10
202	900	9
166	198	37
18	140	1
75	421	4
400	662	-5
213	232	26
848	778	7
15	891	34
167	252	35
965	31	26
293	627	23
60	164	21
802	985	-17
911	933	-16
970	615	28
861	800	18
47	813	-18
528	317	23
43	45	19
803	88	-19
470	388	-14
216	274	26
256	704	-19
682	305	31
278	481	13
620	258	41
989	502	-10
56	461	46
981	756	18
3	114	31
492	959	-1
256	501	7
699	84	-2
745	523	39
42	153	-1
783	649	-9
837	6	-19
877	349	24
397	260	24
621	990	34
34	287	21
41	889	-10
263	619	4
418	833	-2
356	720	34
583	643	6
754	163	-7
641	226	45
491	112	-6
227	769	30
867	785	30
95	609	31
692	834	-2
215	769	-6
618	953	-16
400	721	-11
497	995	-16
238	992	23
597	420	-6
453	286	-14
497	827	12
463	973	38
662	117	2
631	437	1
330	712	27
45	541	-14
654	474	-20
448	743	13
736	965	40
920	160	27
666	414	46
87	393	7
583	731	48
790	337	15
183	441	28
281	95	13
171	555	29
709	157	17
359	991	41
158	69	-6
519	279	41
281	635	-13
53	587	-7
992	458	50
775	778	5
313	336	23
634	486	-20
309	334	20
342	74	16
56	924	-1
100	650	24
133	882	13
615	912	18
871	74	-8
936	619	7
475	600	20
686	645	12
234	502	3
186	600	46
738	514	48
337	959	-20
434	598	-18
154	244	48
578	145	11
771	163	27
440	835	-20
862	897	46
793	572	-9
757	622	47
796	225	27
265	18	44
656	233	33
2	263	18
748	957	44
199	555	-7
406	795	-8
30	291	13
347	402	41
709	299	20
154	394	-14
401	418	18
623	118	13
990	575	41
17	872	12
966	654	34
825	901	8
330	671	14
208	740	49
82	335	-9
42	854	46
620	448	0
472	55	-4
459	618	17
753	527	-18
40	456	-14
836	418	40
330	974	35
693	137	45
228	689	-4
900	276	44
782	867	23
998	275	-3
23	274	31
421	82	9
569	875	42
315	865	3
449	980	6
95	180	-16
449	235	44
388	572	22
442	303	47
647	153	46
348	585	32
513	95	-12
693	734	30
26	752	-7
614	653	6
60	250	-5
824	239	33
882	743	35
768	258	35
882	650	45
827	392	10
967	112	38
510	935	22
210	117	-4
175	283	45
396	871	1
500	799	19
518	729	20
647	742	0
452	93	44
462	395	16
422	346	39
375	53	44
762	404	0
869	182	-1
261	171	42
314	723	25
147	916	19
942	80	-11
910	692	-13
22	902	30
528	944	2
719	506	29
663	956	31
790	672	-7
868	29	30
968	518	1
536	630	34
805	240	50
19	490	-7
211	786	26
223	216	32
451	660	13
889	575	43
666	432	-20
515	461	-3
231	552	16
19	348	-12
570	933	12
919	123	-5
861	506	0
329	588	17
599	55	42
604	986	15
90	370	42
909	681	12
72	958	50
32	887	-11
989	302	-13
861	365	33
11	850	41
951	567	-6
270	731	-2
903	456	50
879	142	5
917	504	47
157	491	14
325	894	41
50	616	23
245	185	24
527	18	40
187	762	29
962	924	44
442	416	36
63	189	8
145	588	3
270	448	9
735	610	25
931	306	43
655	383	-2
376	80	3
577	638	25
493	18	39
217	755	-15
22	867	4
850	650	11
967	857	41
96	124	1
655	240	42
989	297	22
281	54	-20
425	843	24
114	10	15
478	429	24
315	364	0
709	37	22
82	275	21
198	469	0
886	297	34
493	508	34
708	639	-19
419	233	-19
439	559	34
505	262	45
606	617	18
283	53	-2
846	236	36
256	835	5
134	395	11
263	547	41
656	147	4
530	986	0
422	694	39
596	699	46
987	160	-6
58	955	35
790	218	-11
439	530	50
862	463	-10
777	697	38
728	630	11
844	266	-13
350	197	-17
147	831	29
904	265	-20
568	193	26
47	94	40
307	200	9
419	852	15
251	535	-20
645	229	22
739	543	-12
303	121	44
49	359	13
848	156	18
231	32	22
828	283	35
308	813	22
739	257	-1
470	200	32
376	164	25
493	907	-6
719	461	-3
20	558	11
212	575	28
993	582	32
590	980	47
623	631	-12
460	778	47
565	409	-2
470	186	46
278	567	19
896	993	10
460	344	44
816	309	29
749	725	-3
247	1000	17
803	499	-20
763	959	38
49	748	39
938	435	31
829	669	39
924	546	-1
890	48	-13
509	810	7
110	354	9
478	671	25
142	103	8
781	724	30
534	631	-5
998	485	15
912	458	-12
780	546	34
451	393	38
863	578	10
342	489	-5
174	101	20
279	317	41
817	761	3
976	666	20
374	893	20
908	291	-6
361	158	29
130	769	-15
606	950	14
399	954	18
658	128	31
643	41	15
626	313	-19
879	815	45
768	985	45
782	305	37
915	138	21
134	39	10
449	328	45
352	629	0
711	70	9
634	751	9
618	844	24
686	729	5
692	710	-14
704	812	13
74	650	24
567	39	35
569	210	-11
512	258	-18
565	649	20
8	234	15
397	322	27
444	763	11
520	952	-3
797	324	2
513	670	30
421	99	32
61	862	-12
918	982	-17
128	437	10
407	354	4
352	369	7
552	41	0
44	752	24
831	859	-4
883	659	22
194	832	37
901	570	20
938	806	20
990	191	45
205	53	-9
172	646	20
911	661	40
212	535	3
717	365	8
418	897	35
20	819	26
319	735	10
810	85	-13
223	623	26
561	232	10
234	45	24
860	94	40
832	50	-3
814	524	19
704	779	-2
628	722	11
939	254	18
920	274	26
801	931	-11
233	98	13
792	619	7
249	71	40
282	937	-13
520	844	2
540	506	28
387	344	5
970	68	0
361	369	5
534	279	36
281	546	-8
622	632	1
158	176	23
652	755	-8
922	834	50
14	808	7
627	225	49
442	66	7
793	712	-12
726	562	47
67	328	1
371	322	46
853	737	-7
193	961	-20
936	65	-8
459	388	-10
917	337	24
571	902	-20
123	200	23
49	225	-20
210	827	14
398	39	43
939	562	0
521	556	-1
284	555	-11
896	418	-2
821	549	11
282	992	40
453	288	8
466	813	28
878	417	-3
765	199	-17
874	26	-18
130	168	-7
223	208	42
654	259	-1
586	86	36
807	303	-5
586	574	13
110	140	37
680	146	45
382	776	-20
641	927	49
75	332	35
596	767	11
130	570	-2
732	978	12
758	554	-8
467	4	-2
397	153	9
380	336	-10
936	536	16
735	100	12
587	124	-13
708	300	4
198	143	28
936	615	6
598	356	25
571	789	39
265	436	17
896	706	0
319	285	-8
363	394	15
718	803	37
771	29	-15
549	725	-7
411	759	7
705	372	48
156	299	49
159	533	28
117	276	2
444	638	46
619	317	0
634	891	16
989	461	20
628	901	40
895	232	-11
106	300	49
158	933	46
60	442	34
876	64	7
554	599	-18
639	446	-13
615	45	30
899	661	5
878	848	23
360	474	49
642	413	18
853	865	8
157	969	8
310	712	6
201	292	4
356	150	19
204	4	10
435	696	-20
196	772	-9
633	875	-5
182	140	7
281	914	11
539	795	-3
1	260	2
804	300	36
578	898	-7
267	894	37
281	48	31
668	730	30
553	242	-1
88	706	22
700	523	-10
25	164	20
895	52	-2
763	484	17
388	469	23
989	89	-4
256	588	27
427	635	7
501	678	24
81	783	3
154	257	17
139	105	43
388	818	16
962	427	50
34	156	46
202	516	-5
634	672	19
199	420	5
22	870	41
984	140	36
895	405	31
2	366	43
464	895	42
472	110	-16
471	122	5
809	803	-20
463	831	31
105	10	35
876	902	-1
88	284	-5
670	200	27
482	556	-7
434	548	10
665	276	0
531	404	10
32	104	9
244	902	20
513	485	9
352	695	47
813	830	-15
38	518	37
901	649	45
402	122	4
268	426	39
380	148	0
713	259	-9
886	995	28
969	840	-10
422	144	29
336	950	-13
510	803	15
598	477	6
78	423	40
610	573	48
285	708	28
49	300	-15
702	89	17
319	708	-14
172	140	34
284	226	27
655	55	45
146	948	-5
415	731	-13
11	715	14
122	362	-14
457	98	3
995	690	-18
874	721	44
222	806	7
986	941	35
294	642	-14
747	624	19
130	800	40
307	772	8
342	122	18
708	87	46
470	168	0
213	730	5
373	113	-15
495	695	5
672	484	9
853	315	-17
846	120	-4
534	765	-4
982	786	25
594	325	36
193	73	-13
899	843	4
478	770	-15
694	335	19
108	939	-14
628	68	45
455	808	-7
809	288	11
243	896	47
593	659	19
194	749	13
149	12	30
372	152	-11
631	333	26
13	47	-17
638	854	33
202	690	10
129	585	-20
507	9	-2
159	89	11
518	884	3
272	749	-14
253	930	32
498	898	14
972	625	14
578	78	-6
582	707	42
388	317	-20
981	391	9
371	975	-17
670	610	-16
544	132	31
839	609	7
37	149	7
688	105	24
678	304	3
727	142	-11
692	536	-14
924	767	34
966	610	36
524	176	47
606	699	47
490	349	3
495	552	17
234	437	27
552	964	39
548	183	48
474	336	-3
410	366	-17
860	667	25
313	570	-5
984	761	39
940	876	31
615	428	4
795	865	26
795	807	1
573	648	42
365	101	-18
336	503	26
371	370	23
170	677	18
185	143	-12
28	240	35
287	277	37
590	975	11
314	261	35
622	690	22
518	939	24
793	573	8
703	236	38
882	65	18
376	69	32
247	171	17
133	532	18
841	952	43
241	884	33
104	888	24
769	636	46
780	202	39
598	12	48
467	789	49
236	980	-10
364	584	2
373	551	-10
891	104	23
67	427	41
309	974	8
899	89	25
573	518	27
938	368	43
418	101	31
472	494	-7
705	428	-15
596	767	8
474	484	-2
932	767	-11
754	725	-14
204	506	44
732	85	-18
677	523	0
513	138	-7
642	799	37
284	532	-9
283	755	17
856	268	23
376	762	2
170	569	-16
745	22	-16
448	725	-1
489	94	17
893	430	35
847	16	-8
14	965	37
407	257	11
855	384	-9
858	73	-9
550	326	0
59	132	28
931	777	37
114	252	20
783	283	23
63	143	-5
511	220	35
797	283	-18
876	570	43
159	826	44
382	696	29
128	428	8
816	668	-1
550	138	34
34	184	-4
313	671	43
945	484	24
419	861	6
209	205	22
874	896	40
319	895	21
671	412	4
135	175	-17
330	124	19
920	922	-6
253	737	43
408	999	43
376	874	19
651	326	22
655	364	-18
325	288	46
444	264	18
388	910	5
696	298	-18
601	818	28
948	389	-5
587	80	5
354	805	-5
557	145	8
869	505	-14
873	347	25
313	880	6
166	667	-12
777	300	-19
603	4	33
147	644	25
973	755	-9
419	963	1
858	922	6
164	584	47
400	543	42
371	608	-19
670	19	15
984	515	34
270	375	36
333	725	34
533	69	-1
640	755	25
459	903	2
501	225	41
1	78	50
243	436	-17
805	888	17
431	118	-8
382	257	-20
369	221	48
285	188	9
134	10	-11
372	92	-19
644	200	9
860	961	44
604	423	22
789	261	50
338	612	43
656	426	49
462	453	16
268	887	6
907	624	17
472	893	32
73	737	-11
385	494	-16
188	559	-7
384	124	27
196	734	33
322	760	45
520	200	34
871	122	-1
735	573	35
719	445	8
850	570	39
263	480	-9
557	913	-3
495	312	44
857	943	1
796	84	12
566	925	-13
305	532	9
144	171	3
779	834	47
65	349	-18
356	87	28
639	432	43
136	776	42
231	900	7
70	744	-18
962	565	44
6	607	27
564	500	-17
40	679	38
216	978	-12
307	830	-1
805	84	0
166	731	48
626	654	5
298	178	17
494	957	49
135	530	9
679	483	-20
521	333	16
915	587	0
583	708	11
819	251	45
640	140	-6
904	157	4
58	379	37
817	66	20
919	238	11
239	887	29
369	283	-9
280	822	29
509	48	14
691	925	41
165	62	-1
489	36	-19
859	744	34
675	206	-15
231	764	24
694	565	-11
441	341	-17
307	803	25
276	389	11
332	978	37
467	705	19
427	429	-18
75	378	19
416	749	27
488	204	49
791	354	17
839	539	2
656	89	15
321	706	2
661	950	15
411	689	-4
885	638	-1
485	430	1
901	616	20
2	556	15
779	266	-1
150	706	39
538	746	-13
158	31	3
268	466	-12
654	204	-13
838	847	1
520	735	37
44	924	-18
759	45	-15
554	169	14
717	123	31
306	491	33
597	595	6
599	737	38
931	276	-3
442	83	48
912	10	39
675	519	-18
710	366	-7
898	344	23
605	697	35
622	84	-5
990	707	3
718	842	18
607	220	-14
427	13	-6
490	390	16
834	624	16
651	875	14
345	307	-10
186	447	27
42	777	42
380	850	32
345	24	10
718	695	10
351	332	41
890	698	22
607	116	-20
853	985	-15
522	1000	17
590	257	22
549	211	30
339	986	41
593	854	-15
741	725	0
621	388	23
330	786	-4
734	491	26
891	31	-1
904	788	9
67	393	45
273	137	22
256	30	-4
798	398	-11
777	995	41
629	929	46
775	944	36
447	410	47
271	154	-9
489	418	40
783	985	17
214	295	13
525	969	44
312	842	2
492	313	-5
704	594	22
159	423	-4
876	991	-18
155	218	-18
223	703	15
656	934	30
908	772	-19
356	866	44
423	18	22
184	423	45
877	109	44
732	875	50
89	506	24
613	616	0
845	649	5
496	864	28
380	200	33
717	691	18
756	140	-13
422	215	-9
595	349	-14
455	114	43
949	283	-9
239	145	-7
177	943	14
651	391	8
727	293	1
250	260	21
40	118	-3
918	36	9
777	395	42
202	701	-2
408	190	4
490	923	23
791	187	-1
745	697	-6
591	207	47
736	663	3
435	997	26
307	226	6
361	791	23
400	511	46
435	299	6
223	103	20
890	173	31
34	910	-5
570	742	-12
640	659	2
557	654	31
817	684	44
451	884	48
263	837	25
821	99	47
702	168	29
538	637	1
458	799	-12
507	229	-12
446	584	26
597	114	-1
611	456	-9
590	562	-19
878	948	48
703	615	3
466	813	-13
208	674	20
130	428	0
904	114	5
824	185	4
282	84	4
597	243	8
478	236	39
841	586	-10
415	576	36
272	225	-11
360	629	25
680	36	36
517	612	-13
290	461	17
156	660	-15
613	815	20
574	854	28
72	404	-13
106	344	43
347	625	18
91	991	5
859	226	20
347	496	33
571	279	39
369	961	1
557	750	-7
577	611	23
2	509	41
166	121	13
561	440	25
683	776	25
381	472	34
938	997	24
719	274	19
639	283	-16
102	412	10
701	986	31
370	565	36
290	144	36
460	348	48
150	926	41
797	771	8
723	95	31
306	153	-7
319	188	4
353	884	31
795	18	24
185	744	-15
372	301	-7
583	619	10
415	823	-10
678	619	13
243	414	-6
505	561	28
199	997	-12
963	75	31
330	375	47
3	446	-4
852	916	8
919	238	-1
795	991	37
952	316	-15
136	645	38
658	297	-5
220	744	15
704	194	36
967	615	23
930	926	40
187	630	48
338	211	17
250	404	-1
576	447	50
415	279	27
15	993	-14
653	645	-8
343	164	48
347	78	-10
96	765	38
936	278	26
663	227	41
515	187	-16
425	457	43
2	958	17
984	68	0
491	456	43
379	139	15
34	957	-20
991	503	-15
572	124	16
412	587	11
22	981	45
917	139	30
24	483	-4
486	731	20
813	261	-7
797	210	15
113	426	50
982	712	44
472	762	7
996	548	27
940	887	50
867	688	-15
449	720	39
862	686	-15
900	532	-1
65	624	-18
170	537	11
433	995	20
910	378	43
119	191	-4
945	129	20
736	735	38
147	88	10
227	500	6
807	469	1
239	425	42
326	414	-20
93	437	-15
450	630	18
220	630	-2
928	215	26
402	189	-7
654	731	8
347	368	35
82	697	-19
133	789	44
596	527	36
770	847	-10
791	171	23
471	958	-12
539	558	15
889	543	16
384	668	46
158	453	4
96	86	-3
816	946	2
703	532	28
851	583	-7
787	638	-19
633	652	-20
595	789	14
825	582	10
270	333	13
507	286	-7
436	953	41
876	493	4
444	609	32
604	341	3
694	690	35
505	165	37
328	653	38
895	322	0
875	609	-17
115	165	20
228	712	47
250	707	26
605	589	46
694	372	29
531	393	49
44	891	44
611	669	45
42	846	1
629	215	37
762	950	-10
364	204	26
90	833	2
775	999	10
652	821	28
182	468	22
278	962	-15
380	47	43
570	888	5
14	992	6
680	293	26
710	296	44
168	218	17
704	831	-4
352	208	17
527	65	1
96	160	19
117	348	44
811	943	15
928	240	-14
890	73	6
657	82	39
129	395	44
530	544	2
22	309	17
540	398	38
777	536	-16
171	31	-6
990	762	-3
488	132	23
936	339	35
788	302	23
593	554	32
25	27	29
698	125	43
25	887	39
26	929	-13
952	372	-14
495	498	3
262	362	12
680	683	-17
453	173	40
367	598	-16
989	361	3
870	660	42
741	207	33
365	374	22
622	62	50
886	225	2
723	784	-8
709	633	12
756	575	8
340	214	38
626	914	-11
82	724	-2
296	413	-19
347	572	49
531	413	39
703	720	7
945	105	-10
74	785	-12
321	616	13
241	499	41
175	398	13
910	70	13
350	829	-18
314	452	-20
557	524	5
727	269	-18
60	115	-7
862	176	38
994	807	29
713	578	24
525	941	47
339	849	40
586	583	0
170	382	2
42	580	-4
497	672	30
595	785	40
636	79	17
935	349	33
476	298	-16
792	703	37
377	978	31
119	725	36
621	296	-12
361	461	6
712	176	33
987	430	19
509	475	-9
890	428	12
280	594	45
505	562	11
491	36	48
510	83	20
245	514	33
956	4	13
792	531	32
401	422	48
642	760	-19
738	888	2
28	964	9
622	664	-19
395	892	-7
23	147	-19
898	137	4
201	185	38
447	808	-9
968	561	3
90	231	-11
358	140	-2
768	506	32
577	826	7
833	481	3
214	9	1
415	860	-14
442	24	-18
61	464	50
859	78	3
331	524	-16
403	527	44
679	726	39
841	245	50
895	939	21
929	707	-19
836	411	-4
88	961	45
839	35	35
861	116	45
970	24	12
570	39	13
226	48	15
474	827	16
372	807	37
613	906	31
477	156	-7
241	854	21
214	894	12
498	871	39
873	265	47
682	661	19
704	260	48
846	98	46
134	914	24
224	171	8
70	228	-1
338	767	-8
931	705	8
245	537	50
646	555	50
353	332	-16
957	54	50
96	80	-6
143	785	-2
652	509	35
241	777	29
517	729	1
899	340	11
904	68	-10
989	762	43
215	746	31
940	263	31
698	832	5
919	503	26
913	364	-10
293	188	41
433	787	29
421	390	-11
647	833	30
190	547	-13
73	370	-8
705	142	-10
382	16	47
15	995	23
631	128	-3
685	364	10
399	696	17
285	979	49
425	227	32
980	484	13
390	953	-8
96	735	9
315	630	48
72	536	-1
399	200	30
963	105	26
634	638	-8
352	361	48
867	644	19
363	491	24
422	622	23
1	428	12
593	336	32
944	987	2
513	174	-7
308	515	-10
928	558	9
708	615	-17
427	897	14
727	974	17
284	104	46
150	541	50
5	964	20
235	951	-8
739	733	-14
644	215	24
904	428	-8
421	711	46
670	147	36
723	527	40
685	447	6
785	259	25
419	912	-16
208	761	1
401	442	20
333	619	-18
66	16	25
957	943	-9
61	42	-5
309	769	27
855	437	29
877	333	19
882	267	-9
185	171	23
591	304	-10
602	896	17
451	733	-20
627	86	5
343	448	16
529	197	-3
6	98	5
493	987	17
629	97	10
510	944	32
385	748	29
571	734	15
528	590	-12
858	625	48
365	277	10
740	261	47
863	309	-1
561	889	20
476	424	17
578	254	36
935	304	14
848	504	0
414	252	49
705	104	48
540	165	-11
307	208	34
976	979	16
2	927	-18
509	978	4
746	54	47
748	903	44
791	743	29
756	521	41
521	835	8
987	518	-3
859	881	31
987	978	-8
234	362	-8
890	567	10
688	418	-2
811	465	14
63	813	46
467	104	11
367	392	38
647	139	15
142	588	-15
959	543	37
405	250	34
729	189	26
104	903	-16
8	879	3
935	281	-6
420	820	-15
339	368	40
51	962	49
144	617	-8
373	261	-3
44	740	22
316	532	-6
499	295	13
249	632	13
545	685	29
997	118	-12
967	120	-5
167	689	25
20	778	-16
1	632	-2
363	975	14
40	222	32
492	105	-19
771	246	-8
854	224	-8
869	614	-7
381	205	18
375	666	4
614	466	35
509	38	35
198	93	-19
592	979	39
898	805	47
545	342	-13
758	902	-18
421	6	-12
644	761	5
45	565	-3
100	374	-8
990	80	17
415	1	39
574	250	-14
90	631	23
773	838	10
853	999	-16
252	286	-12
560	190	-19
571	751	43
540	216	17
144	599	1
697	7	-11
883	392	27
904	992	16
510	440	34
886	162	3
495	183	47
873	629	35
783	881	-14
548	578	47
422	1000	50
186	483	-7
211	413	24
193	990	-18
40	584	49
834	707	8
167	668	-15
771	958	30
560	178	14
872	817	27
675	728	16
638	617	43
651	979	-2
845	39	12
248	543	-10
370	116	23
271	402	2
963	421	-16
824	407	20
355	332	4
550	206	-8
450	653	30
867	251	-11
869	890	2
825	875	6
19	547	21
471	380	23
782	584	-12
768	386	12
886	965	45
462	508	-3
680	991	30
605	420	31
125	165	26
167	637	28
837	579	49
358	258	-16
419	176	27
809	49	5
222	180	10
864	619	37
938	950	3
211	599	39
365	39	36
478	272	30
901	794	16
708	438	50
966	956	35
369	868	18
635	52	-4
624	274	-10
663	720	12
367	628	48
841	161	7
583	846	30
278	306	42
8	562	17
397	374	47
236	767	9
11	835	27
525	537	-9
896	813	-17
915	75	-1
293	685	-6
505	845	4
351	889	47
320	539	7
909	149	22
607	120	29
247	740	3
119	173	30
868	225	37
454	947	1
651	601	-3
113	277	35
945	519	11
441	98	13
844	894	-10
573	681	-4
411	198	22
183	642	-2
841	89	4
934	423	43
792	796	-6
958	943	10
696	122	8
218	126	0
262	759	-10
400	173	11
627	551	-19
203	348	48
133	272	-20
243	530	31
327	538	-6
836	716	-2
882	766	5
442	897	15
58	98	30
470	94	4
62	565	44
136	922	-9
856	570	50
594	216	16
661	764	22
951	483	29
542	806	50
629	268	30
705	808	41
617	139	27
473	778	1
209	943	35
658	218	38
191	731	21
544	324	8
223	431	31
480	696	4
60	574	11
812	697	-7
119	176	-8
673	766	24
283	986	16
22	639	-18
574	992	-7
509	25	21
588	112	0
825	189	24
648	424	5
828	921	-11
821	538	27
60	569	-8
494	287	3
97	121	-9
411	286	-11
970	931	39
633	73	38
460	405	18
51	651	11
883	594	-2
663	661	47
308	516	25
289	179	39
670	57	21
626	738	15
698	416	25
477	456	-11
911	109	-19
134	366	-13
863	676	31
538	855	39
716	947	-6
362	551	-1
772	436	-16
888	254	38
442	924	14
497	325	-8
989	543	12
102	457	45
463	684	-10
395	428	6
653	582	37
63	294	21
915	850	-15
245	144	43
919	736	1
944	903	-16
164	636	47
492	793	2
14	226	10
655	181	-3
418	725	-20
538	382	-15
381	435	-11
747	929	10
973	982	48
297	378	2
520	269	36
278	352	-3
327	25	39
470	389	29
780	244	-1
721	229	27
170	126	18
712	562	50
916	694	48
819	68	48
203	30	19
633	37	19
143	954	-2
570	65	50
433	893	14
716	466	23
904	910	36
495	467	49
217	247	17
131	177	47
479	128	24
496	104	50
801	66	4
967	641	35
270	310	-12
885	897	47
883	623	35
273	261	11
872	955	-8
816	402	48
117	485	16
704	424	-7
969	36	5
530	619	23
732	718	-18
568	35	11
433	792	4
717	923	-14
655	457	-16
836	469	-18
412	469	-9
429	849	40
410	250	8
655	674	11
511	203	-10
739	937	1
38	218	50
59	337	-10
345	889	37
265	697	19
208	85	-2
563	551	30
670	879	-17
801	749	16
869	773	-14
679	88	-15
708	182	41
454	933	14
879	303	9
577	859	29
631	416	-18
307	421	35
832	377	19
434	827	9
44	818	-15
694	132	-20
852	362	19
687	461	5
841	366	43
748	929	26
28	164	4
930	857	-12
27	584	37
859	959	12
477	753	-4
569	922	-3
642	266	37
175	157	32
444	458	17
922	965	12
353	174	-10
831	211	-12
963	639	-2
509	90	-10
926	286	-11
103	206	12
322	865	-16
414	555	-10
999	575	34
466	579	-5
625	54	20
253	612	0
293	108	31
536	286	5
192	334	15
770	54	27
49	64	50
497	555	24
783	683	-9
784	461	-3
17	7	26
169	888	-7
492	496	11
715	76	23
816	863	26
162	110	41
858	74	-5
504	560	28
633	885	-7
40	756	47
396	679	-12
948	324	-20
185	483	46
172	570	20
787	551	-1
147	240	-1
38	443	7
848	960	13
490	755	13
639	813	-1
650	171	-6
419	205	-16
908	344	-13
735	819	30
193	120	0
129	564	4
816	204	1
956	82	-6
751	14	5
256	684	34
979	820	-4
131	937	-14
78	887	-9
359	250	12
357	535	7
932	742	22
992	502	40
839	526	-13
466	423	6
976	755	-20
989	386	-14
788	485	17
340	154	14
887	297	46
372	365	33
569	517	-14
611	627	-16
406	24	5
686	954	46
989	693	-18
480	234	36
200	712	30
352	665	-20
931	411	20
339	572	0
644	741	18
886	390	48
494	599	38
316	343	1
262	930	20
916	482	-2
281	24	10
347	197	1
592	112	-20
673	997	1
989	114	-20
180	484	-2
28	603	19
568	808	-10
298	514	-7
340	379	14
373	500	-7
856	137	34
333	529	14
611	889	12
351	953	20
850	789	19
41	905	22
891	148	22
561	901	33
982	565	-13
955	377	-6
798	748	33
48	149	38
998	666	11
64	548	-16
863	665	35
186	720	25
713	213	-6
911	364	31
554	898	-10
824	599	34
367	959	7
962	579	-7
361	496	31
271	868	-7
842	324	16
841	69	30
845	677	10
192	223	44
886	352	8
403	698	11
639	669	-6
876	47	0
404	140	47
196	177	-5
657	796	29
666	414	-17
75	746	43
993	440	21
534	117	-10
431	980	-10
591	528	6
652	273	29
519	714	-5
824	906	3
170	555	47
265	617	-6
908	828	27
861	386	-14
613	722	27
715	749	5
976	817	24
217	761	19
2	781	12
773	40	-6
221	176	49
486	613	23
795	724	-2
136	179	28
406	540	-2
855	738	-5
